id,version,version2,CHG,ROC,RDT,RSD,OPR,RON,SFI,MRD,MFR,MPN,SER,RRC,FFC,FFI,FCR,FAC,FBC,FHS,REM,INT,SHL,RFI,SAC,MFR3,AMC,MFN,ASE,REG,AIN,TRF,OTT,OPC,check,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,NAX,Meggitt SA,350318063,9/14/17,S3960,241-298-002-015,AF32428,U,NT,NA,NA,NA,NA,NA,* for repair - Defect: Intermittent loss off N2 indication eng no 2 * removed from: B737/NG - Reg: LN-NGG - TSI/CSI: 2148/1614 * EASA / FAA / TCCA,"Seal(s) ok and no major physical damage has been noticed. ""N2 tacho loss E1 and E2"" in memory at reception. Self test is pass. Unit works within specifications. No fault found.",R2,1,,81205,737,BOEING,800,LN-NGG,39018,I,2148,1614,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,TVS,Meggitt SA,350318508,9/19/17,S3960,241-280-053-013,AA16606,U,FT,NI,NC,NA,NA,HW,* for test / repair according to latest Manufacturer's Documents. Defect:   INOP - A/C reg: OK-TVP - TSN/CSN: UNK - PMA: YES * EASA / FAA / CAAC,"Seals ok. No major physical damages noticed. No faults noticed in memory at reception. Self Test is pass. EEPROM's on GPM module must be replaced by new ones via SB 280-77-005 Rev.0 Jul 02/12. Display and Power Supply module must be replaced by new versions. The Mod Rec1 must be introduced via 77-30-11-IPC Rev.2 Oct 21/11.  Your options:  a) You want your unit modified, repaired, tested and inspected.",R2,1,,81205,UNK,BOEING,,UNK,UNK,,,,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,NAX,Meggitt SA,350319544,9/27/17,S3960,241-298-002-015,AF07697,U,FT,NI,CR,CM,NA,HW,* for test / repair if necessary maintainance according the latest   revision of the CMM - Defect: No engine vibration indication * A/C reg: LN-DYF - TSN/CSN: 22757/13363 * EASA / FAA / TCCA,"Service Rep EVM298 Seal ok. No major physical damages noticed. ""N2 Tacho Loss E2"" failures in memory. Intermittent display blank noticed during reading memory. Intermittent load failures noticed during tests. Defective VPM module, must be replaced by a new one. Due to obsolescence of the actual VPM in unit, this one must be replaced by a new version via SB 298-77-013 Rev.0 Nov 07/13, which introduces the ModRec 7.  To can apply the ModRec7 the SB 298-77-015 Rev.0 Jun 16/14 must be applied, which replaces the ModRec3 by the ModRec4.  The algo3 must be loaded via SB 298-77-008 Rev.1 Jan 08/15. New update of DSP configuration table must be applied via SB 298-77-011 Rev.1 Jan 08/15.",R2,1,,81205,737,BOEING,800,LN-DYF,39004,N,22757,13363,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,YZR,Meggitt SA,350319748,9/22/17,S3960,241-280-053-013,AA16595,U,FT,NI,CR,NA,NA,HW,"* For inspection / test / repair as required and re-certify in accordance   with the latest CMM * Removal cause: ENG 1<(>&<)>2 no vibration display, ground check found   ENG 1<(>&<)>2 AVM fail. * A/C model: 747 // A/C reg: B2437 * TSI: 68624 / CSI: 11934 * EASA / FAA / CAAC","Service Rep EVM280  Seal ok. No major physical damages noticed. Self Test is pass. No faults in memory. Intermittent loading failures noticed at reception. EEPROM's on processing module must be replaced by new ones via SB 280- 77-005 Rev.0 Jul 02/12. Display and Power supply module must be replaced, due to versions of this modules, the modrec1 must be applied via CMM 77-30-11 Rev.4 Sep 25/17.",R2,1,,81205,747,Boeing,400BDSF,B-2437,25207,I,68624,11934,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ZZZZZ,Meggitt SA,350320110,10/2/17,S3960,241-215-000-031,0146,U,FT,NI,CR,NA,NA,HW,* For warranty claim - Start 3-3-17 end 9-2-17. HI Vib indication. * PMA: No    Quote: Yes    PO amount: No    PBH: No    PFR: No * EASA + FAA,"Seals found broken at reception. Failure N2 VIB FAULT detected in memory. High intermittent failure noticed on channel module engine 3. 3rd return in 2017. Unit is more 25 years old and module or repair part were obsolete. No replacement unit available.  Your options: a) - You wish us to return the unit ""AS IS""",R2,0,,ZZZZZ,UNK,BOEING,,,UNK,,,,2,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UTA,Meggitt SA,350310446,7/24/17,S3960,241-250-000-121,EA358,U,NT,NA,NA,NA,NA,NA,"* For repair * Reason for removal: Scheduled. * 1 Workstep added by nade on 13.Jun.2017, 04:26. Core vibration shit   investigation perform procedures listed in steps below...continued... * Enduser: UTair Aviation JSC * Quote: Yes    New part warranty: No    PMA allowed: No * A/C: VQ-BID    Position: E/E COMP * Total A/C hours: 40674    Cycles: 21813 * * EASA + FAA",Service Rep OLD-EVM No major physical damages noticed. Some light scratches noticed on case. No faults noticed in memory at reception. Visual inspection performed. Unit works within specifications. No faults found.  Your options:  a.) You want your unit tested and inspected.  b.) You want your unit returned in As-Is conditions.  c.) You want your unit scrapped on site.,R2,1,,81205,737,Boeing,400,VQ-BID,28477,N,40674,21813,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UTA,Meggitt SA,350310518,7/24/17,95411,6672M202,CJ79,U,NT,NA,NA,NA,NA,NA,"* For repair * Test and repair acc to latest Manufacturer`s Documents. * Reason for removal: Unscheduled * 1 Workstep added by Chale on 24.Jun.2017, 12:35. After shutdown both   engines vib indicator showed 2.2. During flight, taxi and after shutdown   both engines vib indicator showed 2.2. Description sign Chale. * Enduser: UTair Aviation JSC * Quote: Yes    New part warranty: No    PMA allowed: No * A/C: VP-BXQ    Position: #1 * Total A/C hours: 61662    Cycles: 30429 * * EASA + FAA",Subcontracted to MOC,R2,0,IRTR,81205,737,Boeing,500,VP-BXQ,27315,N,61662,30429,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SXS,Meggitt SA,350310791,7/26/17,S3960,241-298-002-015,AL51967,U,FT,NI,CR,NA,NA,HW,"* For inspection - Is not show AEVM menu. Visually inspected. No external   damage. * CFM56-B CESM 0013, Rev 03 Date 30.10.2009 * A/C: TC-SEM    PMA: No    Quote: Yes    PO amount: No * PBH: No    PFR: No * EASA + FAA","Service Rep EVM298 Seal ok, no major damage was notified at reception. Self test pass. No fault in memory. Failure on ATP step 15 ""VAFM card test"" due to VAFM module defect. After investigation VAFM module must be replaced. Unit under warranty",R2,1,,81205,737,BOEING,800,TC-SEM,61173,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,ANZ,Meggitt SA,350311417,7/28/17,S3960,241-322-008-022,AF32047,U,FT,NI,CR,NA,NA,HW,* For test * Failure/inop. * A/C: ZK-OKO    Pos: OKO/7731/04/M77102 * TSN: 32428.2    CSN: 3877 * * EASA + FAA,"Service Rep EVM322 Seal ok, no mnajor damage was notified at reception. Unit doesn't ower up due to AC/DC defect. AC/DC must be replaced. Oscillators on Arinc module and VPM module must be replaced preventively.",R2,1,,81205,777,Boeing,300ER,ZK-OKO,38407,N,324282,3877,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SIA,Meggitt SA,350311874,8/2/17,S3960,241-323-007-021,AF00360,U,FT,NI,CR,NA,NA,HW,* For repair * Left eng vib remained blank for wholte flight. * Removed from: 9V-SRQ/7731/04/L * A/C: 9V-SRQ    Pos: Left * TSN: 16615:23    CSN: 4122 * * EASA + FAA,"***Revised Quote*** Service Rep EVM323 Seal ok, no major damage was notified at reception. Unit doesn't power up due to AC/DC defect. AC/DC must be replaced. Failure on ATP step 1.4.7 ""Check APM RR PNR"" due to DRAM on APM module defect. Oscillators on Arinc module must be replaced preventively. DRAM must be replaced. Jtag test. Unit must be reprogrammed. Soft Rolls loaded via SB 323-77-005 rev 2.",R2,1,,81205,777,Boeing,200-ER,9V-SRQ,33371,N,16615,4122,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,MAS,Meggitt SA,350312616,8/8/17,S3960,241-298-002-015,AG08172,U,FT,NI,CR,NA,NA,HW,* For test * Unable to power / access menu. * Test and if necessary maintainance according the latest revision of the   CMM and/or applicable maintenance data. * Rem from B737-NG    Reg: 9M-MXG * TSN: 19658    CSN: 9429 * * EASA + FAA + TCCA,"Seal(s) ok and Acceptable  use  damage  has been noticed. No failure found in memory. Self test is pass. No power up du to defective PSM, muste be replaced.",R2,1,,81205,737,Boeing,800,9M-MXG,40134,N,19658,9429,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,SIA,Meggitt SA,350312664,8/8/17,S3960,241-323-007-021,AE68986,U,NT,NA,NA,NA,NA,NA,* For warranty repair * STS MSG: Eng vib monitor R * Removed from: 9V-SVJ/7731/04/R    Pos: right * TSN: 16092:50    CSN: 3684 * * EASA + FAA,"Service Rep EVM323 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. Soft Rolls loaded via SB 323-77-005 rev 2",R2,1,,81205,777,Boeing,200ER,9V-SVJ,32335,N,16092,3684,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350313299,8/11/17,S3960,241-323-007-021,AF00353,U,NT,NA,NA,NA,NA,NA,"* For test * Failure code: OL outside Limit-worn/ops/px/R * DR defect rectification. REF A282 Airborne vibration MON (STS MSG ENG   VIB monitor ENG shut down). ENG VIB monitor R STS MSG after ENG   shutdown. RH AVM signal conditiner unit M77202 replaced. System chk   satis iaw AMM 77-31-04 rev may 2017. * Workscope: Upload EHM software, 776C-RRY-000-05 (CEO- 25118), per SB   323-77-005 Rev. 2. Inform HXITM if a later software version is a = vailable. * Removal comments: 190720171200-18072017HKGB-HNG. ID/HX178857/ POSN R/H. * G26C5. Without PFR. USNO: U17079902. * A/C: B-HNG * * EASA + FAA","Service Rep EVM323 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. Soft Rolls loaded via SB 323-77-005 rev 2",R2,1,,81205,777,Boeing,300,B-HNG,27505,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,THY,Meggitt SA,350313346,8/11/17,S3960,241-322-008-022,AE98750,U,FT,NI,CR,NA,NA,HW,* For test * Eng V/B indicator of eng 2 is blank and STS MSG ENG VIB monition R.   Visually inspected. No external damage. The unit will be tested and if   necessary repaired according to related CMM. * ATA Chp: 77 - 31 * A/C: TC-JJH    Series: B777 - 300ER * TSN: 33659    CSN: 3967 * * EASA + FAA,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Unit doesn't power up due to AC/DC module defect. AC/DC module must be replaced. Unit must be reprogrammed.",R2,1,,81205,777,Boeing,300ER,TC-JJH,40792,N,33659,3967,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,JAL,Meggitt SA,350314360,8/17/17,S3960,241-280-056-014,AC87662,U,NT,NA,NA,NA,NA,NA,* For test * #1 Eng vib high DRG CLM. (N1 95% vib max 3. 2). Sending for test and/or   repair in accordance with applicable CMM or OEM drawings incl.   recertifcation and shop report. * A/C: JA310J    Type: 737-846    Tail: 35339 * TSN: 22042    CSN: 22042 * * EASA + FAA,"Service Rep EVM280 Seal(s) ok and no major physical damage has been noticed. No failure found in memory. Self test is pass. Unit works within specifications. No fault found. SB 280-77-006 will be applied, MR5 will be added.",R2,1,,81205,737,Boeing,800,JA310J,35339,N,22042,22042,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,QFA,Meggitt SA,350314362,8/17/17,S3960,241-298-002-011,AF83653,U,FT,NI,CR,NA,NA,HW,* For test * Eng vib indicators L <(>&<)> R U/S. Shop report must include status for   SB 298-77-008 and 298-77-011. This component has been indentified as a   poor perfomer (rogue unit or short runner). Sending for test and/or   repair in accordance with applicable CMM or OEM drawings incl.   recertification and shop report. * A/C: VH-VZZ    Type: 737-838    Taîl: 39445 * TSN: 12451    CSN: 6555 * * EASA + FAA,"Service Rep EVM298 Seal ok. No major physical damages noticed. Some light scratches noticed on case. Algo 3 in memory at reception. ""N2 Tacho Loss E1"" failures noticed in memory at reception. Load software failures noticed due to defective processing module. Processing module must be repaired. Self Test is pass. Update of DSP configuration table done via SB 298-77-011 Rev.1 Jan 08/15. SB 298-77-008 Rev.0 Jan 08/15 checked, already applied at reception.",R2,1,,81205,737,Boeing,800,VH-VZZ,39445,N,12451,6555,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CFG,Meggitt SA,350314364,8/17/17,S3960,241-251-000-121,EB352,U,NT,NA,NA,NA,NA,NA,* For repair * RFR: Eng#2 no data / Eng#1 vivit fault + eng vib mon msg. * A/C: D-ABUH * * EASA + FAA + TCCA + CAAC,Seal(s) ok and no physical damage has been noticed. No failure detected in memory at reception. Self test is pass. Unit works within specifications. No fault found.,R2,1,,81205,767,Boeing,300EREM,D-ABUH,26986,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AFR,Meggitt SA,350314588,8/21/17,S3960,241-322-008-022,AE63856,U,NT,NA,NA,NA,NA,NA,"* For modification - Eng vib monitor R status MSG MMG data avail. * Removed from: 777    V 322-77-001    V 322-77-002 * Special SB/CMM request: CMM 77-30-17    Rev02    Date Aug10 * PMA: No    Quote: Yes    PO amount: 4.769,00 EUR * EASA + FAA * A/C: A6-LRD    Type: 777","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found. SB 322-77-001 and SB 322-77-002 already applied.",R2,1,,81205,777,BOEING,200LR,A6-LRD,36303,N,33890,3765,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350314601,8/21/17,S3960,241-322-008-022,AL38560,U,NT,NA,NA,NA,NA,NA,* For warranty repair * BT BiTE message / fault flag. DR defect rectification. ADD656 Eng vib   MNITR 'R' msg. Eng vi bmonitor R status message eng vib monitor R   displayed in cruise right AVM SCU replaced and test ok no msg noted iaw   amm 77-31-03 rev may 2017. MNITR 'R' msg;  110820171645- = 10082017HKGB-KPJ. ID 077869. POSN RIGHT. * A/C: B-KPJ * TSN: 9722:25    CSN: 971.00 * * EASA + FAA + CAAC,"Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Internal module controled. Unit tested several times without failure. Unit works within specification. No fault found.",R2,1,,81205,777,Boeing,300ER,B-KPJ,36157,N,9722,971,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,JAI,Meggitt SA,350314616,8/21/17,95411,6672M213,CP21,U,NT,NA,NA,NA,NA,NA,* For repair - AVM SIGNAL CONDITIONAL FAULTY. * PARTS SHALL BE MAINTAINED WITHOUT PMA AND ANY DEVIATION FROM THE   ORIGINAL CMM. * A/C: VT-JGJ    TSN: UNK    CSN: UNK    PMA: No    Quote: Yes * PO amount: No PBH: No    PFR: No * EASA + FAA,"POWER UP SELF TESTS PASSED INSPECTED, EVALUATED AND CLEANED IAW CMM 77- 30-66 REV 3 DATED: 12 FEB 2003. UNIT PASSED VISUAL INSPECTION. NO FAULT FOUND. UNIT PASSED ALL TESTS OPTIONS: A) TESTED AND INSPECTED",R2,1,IRTR,81205,737,BOEING,800,VT-JGJ,32578,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350315228,8/23/17,S3960,241-322-008-022,AE13925,U,FT,NI,CR,NA,NA,HW,"* For repair * FD fault symptom // Sig condition unit has internal fault, does not   accept software * TSN: 37779:31    CSN: 7119    A/C: A6-ECZ * * EASA + FAA","Service Rep EVM322 (L. Presset) Seal ok, no major damage was notified at reception. Arinc module must be replaced due to one via broken during investigation (L. Presset). Arinc module replaced via SB 322-77-004 rev 0, new modrec 3 added. Microprocessor defect on Comm module and can't be repairable. Comm module must be replaced via SB 322-77-006 rev 0, new Mod rec 5 added.",R2,1,,81205,777,Boeing,300ER,A6-ECZ,38983,N,37779,7119,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,QTR,Meggitt SA,350315229,8/23/17,S3960,241-322-008-022,AE00143,U,NT,NA,NA,NA,NA,NA,"* For inspection and reparation * C/O clean/inspect/repair/recertify * Defect,: intermittent LH eng. vibration indication blank - MM 77-08841 * Teardown/Strip report required * TSN: 38856:49    CSN: 4861    A/C: A7-BBE * * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found.",R2,1,,81205,777,Boeing,200LR,A7-BBE,36017,N,38856,4861,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,AUI,Meggitt SA,350315242,8/23/17,S3960,241-298-002-015,AJ35941,U,NT,NA,NA,NA,NA,NA,* For bench test and repair if needed * Removed serviceable after troubleshooting * A/C reg. : UR-PSL * * EASA + FAA,Service Rep EVM298 Seal ok. No major physical damages noticed. No faults noticed in memory at reception. Algo 3 latest version in memory at reception. Self test is pass. Unit works within specifications. No faults found.,R2,1,,81205,737,Boeing,900ER,UR-PSL,36087,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UAE,Meggitt SA,350315244,8/23/17,S3960,241-324-000-012,AF88704,U,NT,NA,NA,NA,NA,NA,* For warranty repair * N2 eng. vibration indications fluctuate * A/C type: B773ER    A/C S/N: A6-ECY    CSN: 4753    TSN: 26888:24 * * EASA + FAA * * fd fault symptom    //     Ref Item 08 TLP 615152,"Service Rep ARCC Seal ok, no major damage was notified at reception. Unit works within specification. No fault found.",R2,1,,81205,777,Boeing,300ER,A6-ECY,35595,N,26888,4753,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CCA,Meggitt SA,350315246,8/24/17,S3960,241-322-008-022,AH57755,U,NT,NA,NA,NA,NA,NA,* For repair - * A/C: B2032    TSN: 22977.12    CSN: 3259.00    PMA: No Quote: Yes * PO amount: No    PBH: No    PFR: Yes * EASA + FAA + CAA,"Service Rep EVM322 Seal ok, no damage was notified at reception. Fault in memory checked. Unit works within specification. No fault found.",R2,1,,81205,777,BOEING,300ER,B-2032,38671,N,22977,3259,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,QFA,Meggitt SA,350315464,8/25/17,S3960,241-298-002-011,AH23088,U,NT,NA,NA,NA,NA,NA,* For test and reparation * Eng. reparation vib indicators on lower EICAS blank * Shop report must include status for SB 298-77-008 and 298- 77-011 * In acc. with applicable CMM or OEM * No PMA/EPA    No DER/DOA * CSN: 7515    TSN: 15230    A/C type: 737-838    A/C reg.: VH-VZZ * A/C operator: Qantas Airways United * * EASA + FAA,"Seal(s) ok and no major physical damage has been noticed. 32X ""N2 tacho loss Engine1"" in memory Self test is pass. Unit works within specifications. No fault found.",R2,1,,81205,737,Boeing,800,VH-VZZ,39445,N,15230,7515,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,BAW,Meggitt SA,350315466,8/25/17,S3960,241-322-008-022,AK10438,U,FT,NI,CR,NA,NA,SW,"* For warranty repair * D8 removal code: FO * Failed operation, intermittent vibration indications on right engine.   Significant history on MAT. * TSN: 14580 * * EASA + FAA","Service Rep EVM322 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. Due to fault 084 in memory, Comm module must be replaced IAW SB 322-77- 006 rev 0, new modrec 5 added. Unit under warranty",R2,1,,81205,777,Boeing,300ER,G-STBB,38286,N,14580,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,UTA,Meggitt SA,350315514,8/25/17,95411,6672M202,AJ30,U,NT,NA,NA,NA,NA,NA,"* For warranty repair * Test and repair acc to latest Manufacturer`s Documents. * High vibration of the right engine. TBS was performed and analysis of   FDR data revealed incorrect vibration indication possibly cause by   faulty AVM signals. * Subject EVM was received after repair under RO# R189216 (cert is dated   on November 18th, 2016). * Workstep: High vibration of the right engine.Perform trouble shooting of   the right engine power plant (miscellaneous observed problems). Iaw AMM   71-00-47/101 FIG 101 block 1. Description sign astul. * A/C: VQ-BID    End user: UTair Aviation JSC * TSN: UNK    CSN: UNK * Quote: yes    New part warranty: no    PMA allowed: no * * EASA + FAA",No physical damage noticed. Self test is pass. Unit works within specifications. No fault found. Your options: a) - Unit will be tested and recertified,R2,1,,81205,737,Boeing,400,VQ-BID,28477,,,,,
R2009.1,1,2,N,S3960,1/1/17,1/5/18,CPA,Meggitt SA,350315769,8/28/17,S3960,241-323-007-021,AE68979,U,FT,NI,CR,NA,NA,SW,"* For warranty test and repair * DR defect rectification * Ref. ADD251, on arrival after engine shutdown, status message: ""ENG VIB   MONITOR R"". MAT existing fault reviewed NIL related message. RH signal   conditioner unit M77202 RPLD. Software CKD N subs test C/O satis in   accordance with AMM 77-31-04. Revision May 17 for evaluation. * A/C reg. : B-HNP    Failure Code: OL Outside limit - worn/ops/px/R * TSN: 15394:14    CSN: 5879 * PFR attached        //        Warranty effective on this item * * EASA + FAA","Service Rep EVM323 Seal ok, no major damage was notified at reception. Fault in memory checked. Unit works within specification. Due to fault 10 and 18 in memory, VPM module must be replaced IAW SB 323-77-006 rev 0 Jan 05/12, New Modrec 8 added. Soft Rolls loaded IAW SB 323-77-005 rev 2.",R2,1,,81205,777,Boeing,300,B-HNP,34243,N,15394,5879,,
